id,keyword,text,target,country,region,sub-region
3136,death,The time to have a referendum on whether we should have a monarchy is after the death of Queen Elizabeth. Discuss.,0,United Kingdom,Europe,Northern Europe
3140,death,Supreme Court's rejects curative petitions filed by two death row convicts in #Nirbhayacase,0,India,Asia,Southern Asia
3145,death,Supreme Court dismisses curative petitions of two convicts - Vinay Kumar Sharma and Mukesh Singh in Nirbhaya case… https://t.co/vR5YMC7ryX,0,India,Asia,Southern Asia
3148,death,People in neighborhoods like Maple are desensitized to death by shootings and violence. Why?,0,United States,Americas,Northern America
3149,death,"australia is dropping down food from helicopters for their wildlife. due to the raging bushfires, many of the animals…",1,Malaysia,Asia,South-eastern Asia
3152,death,"Prime Minister 's statement on the death of His Majesty Sultan Qaboos bin Said al Said, Sultan of Oman. h…",0,Oman,Asia,Western Asia
3153,death,#imrankhanpti you are really a incompetent prime minister you have destroyed the economy because legally its too ha… https://t.co/gGvjlOjx71,0,United States,Americas,Northern America
3159,death,"I would eat myself to death, it sounds so divine!!!",0,New Zealand,Oceania,Australia and New Zealand
3161,death,We are deeply saddened by the death of His Majesty Sultan Qaboos bin Said. Our deepest condolences go to the people of Oman.…,1,Oman,Asia,Western Asia
3164,death,In two weeks over 200 Survivors will come to for #Auschwitz75. The world will listen to their stories…,0,United Kingdom,Europe,Northern Europe
3166,death,Prime Minister travelled to Muscat to offer his condolences following the death of HM Sultan Qaboos bin…,0,Oman,Asia,Western Asia
3167,death,death: hey me: https://t.co/RamTEDXd2D,0,France,Europe,Western Europe
3168,death,Imo burglar jumps to death from two-storey building https://t.co/qHthXylCcW,1,Nigeria,Africa,Sub-Saharan Africa
3171,death,"So Mwangi Kiunjuri is the locust that he told us was supposed to be sprayed? Finally, President Uhuru Kenyatta has spra…",0,Kenya,Africa,Sub-Saharan Africa
3173,death,"""David Schenker, the US assistant secretary of state for Near Eastern Affairs, told reporters he was saddened at Kassem’s de…",0,United States,Americas,Northern America
3179,deaths,Long-acting beta-2 agonists - such as salmeterol and formoterol - should be used in asthma only if combined with an inhale…,0,Malaysia,Asia,South-eastern Asia
3181,deaths,"CCP is mimicking Nazi's evil acts, but still there are people arguing the number of deaths cannot compare…",0,Hong Kong,Asia,Eastern Asia
3184,deaths,"It’s how he makes money. He has air conditioning so nothing will make him uncomfortable. Deaths, destruction, anhia… https://t.co/PybtXdTHtt",0,Australia,Oceania,Australia and New Zealand
3188,deaths,Climate crisis likely to increase violent deaths of young people – report https://t.co/GculNak4FM,0,United Kingdom,Europe,Northern Europe
3193,deaths,#childsafety | Local flu death of boy is one of two pediatric deaths in NYS this year https://t.co/2pWDm1TbsG https://t.co/WXJWs35Z1h,1,United States,Americas,Northern America
3195,deaths,"6 fatalities were reported on the West Coast in December 2018. In December 2019, the district municipality recorde… https://t.co/ObUEmQWWTs",1,South Africa,Africa,Sub-Saharan Africa
3196,deaths,Boeing: 2800 people laid off. Disgraced CEO who had responsibility in the deaths of hundreds of people - gets $62 m…,0,United Kingdom,Europe,Northern Europe
3197,deaths,the saddest character deaths in all of harry potter history : https://t.co/z0atdFwSj0,0,Indonesia,Asia,South-eastern Asia
3198,deaths,Your post misses information... You don't talk how Obama administration view soleimani has a terrorist.… https://t.co/Re3XtlueDx,0,Portugal,Europe,Southern Europe
3199,deaths,"I used to be able to get through Advanced pretty easily, and most of Expert only taking like 2 deaths. Expert Extra… https://t.co/yNX2GC55sR",0,United States,Americas,Northern America
3200,deaths,Why a 330-year-old Scottish battle could still cause more deaths https://t.co/sQWg8j9Bom,0,United Kingdom,Europe,Northern Europe
3201,deaths,"Air pollution is predicted to cause 15,000 deaths in Yorkshire by 2030 - with 1,430 in Sheffield alone. These deaths ca…",0,United Kingdom,Europe,Northern Europe
3202,deaths,I wonder how many fewer children in Australia would have died if I had decided to vaccinate my child I wonder whether or not…,0,Australia,Oceania,Australia and New Zealand
3203,deaths,So scapegoats then? How fortunate for Trump that the deaths directly resulting from his gross incompetence could be… https://t.co/1qDBojnUOu,0,United States,Americas,Northern America
3204,deaths,Climate crisis likely to increase violent deaths of young people – report https://t.co/v7LmSRGj0H,0,United States,Americas,Northern America
3205,deaths,Impressive. All trucks/freight should adopt these elements: ✅ Smaller wheelbase ✅ High-Visibi…,0,United States,Americas,Northern America
3206,deaths,Hitler was a Zionist University psychiatrist: Trump 'may be responsible for many more million death… https://t.co/ThhSQDeaFL,0,United Kingdom,Europe,Northern Europe
3208,deaths,Irony died a thousand deaths.,0,India,Asia,Southern Asia
3214,deaths,"Heart attack and stroke deaths related to air pollution could exceed over 160,000 in the UK over the next decade, unless the Go…",0,United Kingdom,Europe,Northern Europe
3215,deaths,"Marijuana is illegal but has never caused any deaths from usage, Cigarettes kills millions and they are legal and can be purchase…",0,Zambia,Africa,Sub-Saharan Africa
3216,deaths,"University psychiatrist: Trump 'may be responsible for many more million deaths' than Hitler, Stalin, and Mao https://t.co/eKIS6ighb8",0,Australia,Oceania,Australia and New Zealand
3219,deaths,"""Just let her live. Let her be an artist... This is a girl, just living her life."" K-pop artist Amber Liu (…",0,Canada,Americas,Northern America
3220,deaths,"#Cambodia thankfully was not a bad for deaths of #humanrightsdefenders in 2019, but of course they only tell part o… https://t.co/hDqd1zp3F4",0,Cambodia,Asia,South-eastern Asia
3223,deaths,A temperature increase of 1.5 degrees Celsius or 2.7 degrees Fahrenheit — as predicted under the Paris Climate Agreement without…,0,Nigeria,Africa,Sub-Saharan Africa
3225,deaths,"It's #MidwifeMonday! What exactly is midwifery? It's the skilled, knowledgeable and compassionate care provided throughout…",0,Nigeria,Africa,Sub-Saharan Africa
3227,deaths,15% of cancer deaths are from Nigeria ― Osinbajo Read more at: https://t.co/0uyqT7bSFd,0,Nigeria,Africa,Sub-Saharan Africa
3228,deaths,"So can someone explain, weith most road deaths being pedestrians, why do we see pedestrians walking on freeways ill… https://t.co/fNKFdqVEIa",0,South Africa,Africa,Sub-Saharan Africa
3231,deaths,"2020 just started, but already 50,000 people have died on the world's roads! Shocking! Even more so as these deaths are pr…",1,India,Asia,Southern Asia
3232,deaths,A report author says cancer of the lungs is the leading cause of cancer deaths in the U.S. https://t.co/pxdHX8ioBB,0,United States,Americas,Northern America
3235,deaths,What we don't know is the amount of deaths &amp; illnesses due to the fires &amp; smoke.,0,Australia,Oceania,Australia and New Zealand
3237,deaths,"""Just few more deaths &amp; few civilian planes shot down ""by mistake"" until retaliation is over""",1,Canada,Americas,Northern America
3240,deaths,So the Member for Manila can quit Twitter as a protest supporting Young Liberals but how many #Aboriginal suicides and deaths…,0,Australia,Oceania,Australia and New Zealand
3241,deaths,#Lanarkshire This is the big one for Scotland - no doubt as it captured much of Glasgow: 54 deaths… https://t.co/tNTZ97ByeQ,1,United Kingdom,Europe,Northern Europe
3243,deaths,We at wanted to uncover exactly how the news of the abducting of such a large number of students could be k…,0,Ethiopia,Africa,Sub-Saharan Africa
3248,deaths,#Oliverscampaign We must keep a close eye on NHSE and HEE to ensure that this training and its development is…,0,United States,Americas,Northern America
3250,deaths,"PHE reports increases in deaths, overdoses, crack injection, HIV, Hep C, homelessness among people who inject drugs. h…",0,United States,Americas,Northern America
3253,deaths,Anomalously warm temperatures are associated with increased injury deaths https://t.co/qEPyn5OJIV,0,United States,Americas,Northern America
3256,debris,"Hello everyone. Tito Sotto is wrong. Cloud seeding is not instantaneous, any clouds would be blown in the same directio…",0,Philippines,Asia,South-eastern Asia
3258,debris,#StormBrendan Update-8.00 Tuesday.: Significant overtopping around high tide on Monday evening led to closure of Prom. Wa…,1,Ireland,Europe,Northern Europe
3260,debris,DEBRIS: PGBT SB @ VALLEY VIEW; CENTER LANE BLOCKED. 1/14/2020 2:46 AM,1,United States,Americas,Northern America
3263,debris,Just did some freediving at Gordon's Bay. Waste of time taking the GoPro. Vis was about 2m and there was debris everywhere.…,0,New Zealand,Oceania,Australia and New Zealand
3267,debris,The sweet relief of rain after bushfires threaten disaster for our rivers Fire debris flowing into the Murray-Darling Basin w…,0,United States,Americas,Northern America
3268,debris,"NEWS: On 13 jan two Avalanches have hit in J&amp;K. 1.Machhil Sector near LoC- 5 Jawans trapped under debris, 4 recovered, o…",1,India,Asia,Southern Asia
3269,debris,"When heavy rainfall eventually extinguishes the flames ravaging south-east Australia, another ecological threat will arise.…",0,Australia,Oceania,Australia and New Zealand
3270,debris,Our roof and gutter have been covered in curing cement. It's the combination of volcanic ash and mild rain yesterda… https://t.co/eNc86ASI3d,0,Philippines,Asia,South-eastern Asia
3277,debris,We thrown him as debris should be out of the house. Better keep him.,0,Pakistan,Asia,Southern Asia
3278,debris,#StormBrendan Significant overtopping around high tide on Monday evening led to closure of Prom. Waters abated late… https://t.co/yNFqy9XYm9,0,Ireland,Europe,Northern Europe
3279,debris,"Hi , A737 south at Linwood cut off just passed large debris in middle of carriageway. A box of some kind",1,United Kingdom,Europe,Northern Europe
3280,debris,Just did some freediving at Gordon's Bay. Waste of time taking the GoPro. Vis was about 2m and there was debris eve… https://t.co/DrPZNo4QSI,0,Australia,Oceania,Australia and New Zealand
3284,debris,"#StormBrendon is also bringing high winds, so will be difficult driving conditions. Slow down, be prepared for gusts of…",1,United Kingdom,Europe,Northern Europe
3286,debris,#StormBrendan Update-8.00 Tuesday.: Significant overtopping around high tide on Monday evening led to closure of Pr… https://t.co/nPQVtXMAM3,1,Ireland,Europe,Northern Europe
3288,debris,Screen wipes are best for monitor screens and should be used just as regularly. This will not only help keep the wi… https://t.co/yep4gflM87,0,United Kingdom,Europe,Northern Europe
3293,debris,#Archaeology31 Layers. Archive-Archaeology. Do layers of dust and biological debris on books count? #archives #books #arc…,0,United Kingdom,Europe,Northern Europe
3294,debris,We love the views of San Marcos from above! Can you guess which San Marcos building is pictured? We want to remind resid…,0,United States,Americas,Northern America
3297,deluge,We try our best each week. It’s a deluge of poetry so some people get less of a resp…,0,United Kingdom,Europe,Northern Europe
3299,deluge,I know Bro. Every piece of our history is a lie. The history we know was stolen from the One's that… https://t.co/8BWx2CPqx8,0,Australia,Oceania,Australia and New Zealand
3303,deluge,"in his opinion states that if NERC has found it necessary to increase the tarrif, this may lead to a… https://t.co/E0TUP5Zepl",0,Nigeria,Africa,Sub-Saharan Africa
3304,deluge,"This was before #MurdochDerangementSyndrome hit our shores, a strong -ve IOD led to a cold and wet winter/spring. https://t.co/22zq6hQR8B",0,Australia,Oceania,Australia and New Zealand
3306,deluge,Was great to get a spray of gravity and ascopure down today with the walk boom before the incoming del…,0,United Kingdom,Europe,Northern Europe
3313,deluge,"#Training 💻 Learn about Deluge scripting, third-party app integration, AI, mobile SDKs in Creator, and much more. Join thi…",0,India,Asia,Southern Asia
3314,deluge,"It’s weird after deluge &amp; driving wind, now it’s windy &amp; cold. Time out to light the fire &amp; warm up https://t.co/91rXQAVeUC",0,Ireland,Europe,Northern Europe
3315,deluge,We try our best each week. It’s a deluge of poetry so some people get less of a r… https://t.co/aTfRJa8nkw,0,United Kingdom,Europe,Northern Europe
3316,deluge,You may need your brolly today ☔ #rdguk #weather #slough https://t.co/U1LZZEvAIH,0,United Kingdom,Europe,Northern Europe
3317,deluge,"I think we did to Clemson what they did to bama last year, which is basically the only way you win this game… https://t.co/FjABo57ly4",0,United States,Americas,Northern America
3321,deluge,"#Training 💻 Learn about Deluge scripting, third-party app integration, AI, mobile SDKs in Creator, and much more. J… https://t.co/TxGYDMgxH2",0,United States,Americas,Northern America
3328,deluge,Increased fertility from IQ-gap income-premium wont stem the deluge of incontinent Dimwit reproduction… https://t.co/RFrJLrxBL2,0,Mexico,Americas,Latin America and the Caribbean
3329,deluge,sure am digging this deluge of hyper-criticism perpetually hounding the only significant female candidate for presi… https://t.co/rUE2FLqOKl,0,United States,Americas,Northern America
3332,deluge,Pro #CAA deluge in Kharge's backyard. #SupportCAA https://t.co/eJ8wxa5BS4,0,India,Asia,Southern Asia
3334,deluge,"With #CCPA now taking effect, many businesses will start to see #data subject requests come into their systems by t… https://t.co/POMdK98PW5",0,United States,Americas,Northern America
3338,deluge,Black man say jew is white man’s king Unbelievably based,0,United States,Americas,Northern America
3339,deluge,Vodafone joins ‘deluge’ of companies banning limited company contractors over IR35 reform https://t.co/NyWc5Xz8zY #ir35 #con…,0,United Kingdom,Europe,Northern Europe
3347,deluge,Ang lala hahaha I woke up to a deluge of death threats HAHAHAHA,0,Philippines,Asia,South-eastern Asia
3348,deluge,The Science behind how the Great Deluge carved out the Earth...https://t.co/dagtmea0yN,0,United States,Americas,Northern America
3351,deluge,Online fact-checkers confront deluge of bushfire misinformation https://t.co/4HYGuIrSKH,0,Australia,Oceania,Australia and New Zealand
3355,deluge,Let the deluge of emails begin!,0,United States,Americas,Northern America
3357,deluge,"... i've played D&amp;D for nearly fifteen years now, and it has only very recently and very hesitantly don… https://t.co/ykmU5zEdOq",0,Canada,Americas,Northern America
3359,deluge,Torrential rain was greeted like an old friend in Northern Territory communities this weekend after a tropical weat… https://t.co/h7JzseQrSH,0,Australia,Oceania,Australia and New Zealand
3368,deluge,"I've heard people complain About buckets of rain, As though rain was sent to destroy 'em; And you'd think that they're…",0,Canada,Americas,Northern America
3369,deluge,"Forecasters are saying there’s “a lot of rain to go round in the next eight days”, with parts of bushfire-ravaged a… https://t.co/8jYY7W5vuM",0,Australia,Oceania,Australia and New Zealand
3379,deluged,"After Austria had a long drought in 2007, I flew into Vienna to visit my partner while they studied… https://t.co/6y7jJCSTmt",0,United States,Americas,Northern America
3381,demolish,A new year’s resolution for architects: never demolish https://t.co/Xt5Eji7Djg,0,United Kingdom,Europe,Northern Europe
3385,demolish,https://t.co/HCIMVrXCuO IBA UFBU are good for nothing. These two illegal entity are curse for 10 lakh bankers &amp; 4 lakh Bank…,0,India,Asia,Southern Asia
3386,demolish,"They should demolish Kevin’s house from Home Alone, after what happened to those two men in there",0,United Kingdom,Europe,Northern Europe
3389,demolish,Israel moves to demolish the house belonging to the parents of a Palestinian prisoner in Jenin — they have just a few day…,0,Australia,Oceania,Australia and New Zealand
3390,demolish,https://t.co/HCIMVrXCuO IBA UFBU are good for nothing. These two illegal entity are curse for 10 lakh bankers &amp; 4 l… https://t.co/X2xA5z3Rrz,0,India,Asia,Southern Asia
3391,demolish,We won’t demolish property without paying owners – Gov. Makinde https://t.co/x1n73xyxgg #ReadThis https://t.co/eBslPc9SRn,0,Nigeria,Africa,Sub-Saharan Africa
3394,demolish,Israel is pure evil: Israel's Jerusalem municipality on Sunday forced a Palestinian citizen to demolish his own house in J…,0,Kenya,Africa,Sub-Saharan Africa
3396,demolish,Ganduje should just resign and become a full-fledged Imam so he can dedicate his time… https://t.co/dA8rpJqwy9,0,Nigeria,Africa,Sub-Saharan Africa
3399,demolish,"Build a couple of storeys, Took years for them to stand, Takes seconds to demolish, Burried in the sand, He carrie… https://t.co/GYTtawAqlo",0,Pakistan,Asia,Southern Asia
3404,demolish,i always demolish my fridge like a rabid raccoon when i can’t sleep. i’ve had atleast 7 dinners at this point and i… https://t.co/OlBXhz9ftY,0,United States,Americas,Northern America
3405,demolish,"An excellent article by and especially thought-provoking here in south east London, in the light of …",0,United Kingdom,Europe,Northern Europe
3406,demolish,Road Construction: We Would Not Demolish Any Property Without Engaging With the Owners and Paying Due Compensations- Maki…,0,Nigeria,Africa,Sub-Saharan Africa
3408,demolish,"My dr Twitter frnds, this Bhogi 2020 festival shall demolish all anti CAA-NRC GANGS ruthlessly. https://t.co/4y25LL1hHm",0,India,Asia,Southern Asia
3410,demolish,"honestly I don't know really what you're getting out of this struggle of urs, but I bet you forget a… https://t.co/cgNuPh5xMe",0,Ethiopia,Africa,Sub-Saharan Africa
3412,demolish,"#Anna's letter to an ally📰📨: ""Recently I had to demolish my grandfather's work, literally. What #Meghan and #Harry wan…",0,Philippines,Asia,South-eastern Asia
3416,demolish,Demolish that house,0,South Africa,Africa,Sub-Saharan Africa
3421,demolish,We won’t demolish properties without engaging owners —Makinde https://t.co/FrEPQmLZLw https://t.co/tbA1sOej2b,0,Nigeria,Africa,Sub-Saharan Africa
3424,demolish,Israeli authorities order Jerusalemite to demolish his home Via PIC https://t.co/MJ49qYbHKf,0,United States,Americas,Northern America
3425,demolish,Time to demolish Bercow-backed shanty town outside Parliament https://t.co/Kr92n3YZdJ,0,United Kingdom,Europe,Northern Europe
3426,demolish,#Israel to Demolish Homes of #Palestinian #Prisoners in #WestBank #WarCrimes https://t.co/oH3gkSXvY0 via… https://t.co/FlPH3H1bOO,1,United States,Americas,Northern America
3427,demolish,"""If your foundation is flawed or cracked don't repair it, demolish it and start over. Just like a house that's structura…",0,Nigeria,Africa,Sub-Saharan Africa
3428,demolish,A new year’s resolution for architects: never demolish: The case for ... never demolishing another building… https://t.co/taGthWgvUd,0,United Kingdom,Europe,Northern Europe
3429,demolish,"My first experience of environmental activism was Newbury bypass, 1996. Most trees gone by then &amp; I was just a one-… https://t.co/tDbzz7yWfP",0,United Kingdom,Europe,Northern Europe
3430,demolish,That is the one! I could demolish that right now 😋,0,United Kingdom,Europe,Northern Europe
3431,demolish,"“Never demolish, never remove or replace, always add, transform, and reuse!” You only have to look at the way London is b…",0,United Kingdom,Europe,Northern Europe
3432,demolish,"A primary school mathematics textbook in India has a question: ""If 15 kar sevaks (Hindu volunteers) demolish the Babri mo…",0,India,Asia,Southern Asia
3433,demolish,Planned To Demolish Flats Just The Way They Were Built: Dr Anil Joseph https://t.co/DW0qFM6WTQ #DrAnilJoseph #MaraduDemolition,0,India,Asia,Southern Asia
3434,demolish,"make right decisions, specially in case of encroachment in local mohalas of LAHORE,… https://t.co/6ZmRjzPtUs",0,Pakistan,Asia,Southern Asia
3435,demolish,"Oyo State Governor, Engineer Seyi Makinde, has declared that his government would not demolish any property to facilit…",0,Nigeria,Africa,Sub-Saharan Africa
3440,demolish,https://t.co/7NOxdn73MJ Now that only 30-35 Occupancy Certificate has been issued by since 1996 to high-… https://t.co/Hh9xc9d9S9,0,India,Asia,Southern Asia
3441,demolish,"Road project: We won’t demolish property without informing owners – Gov. Makinde Governor of Oyo State, Seyi Makin… https://t.co/78Ty3QIwoz",0,Nigeria,Africa,Sub-Saharan Africa
3445,demolished,And also ridiculed the 112 feet Adiyogi in Coimbatore. The officer in charge of granting permiss…,0,India,Asia,Southern Asia
3446,demolished,Supreme Court judges play dirty games!! One set of judgement for elite one set of judgement for poor.. 5 Maradu fla… https://t.co/ElmkF0HOgq,0,India,Asia,Southern Asia
3451,demolished,Already choked #Dwarka due to construction overburden. Home to so many bird species and Neelgai is being demolished… https://t.co/hjGFpzGGNt,0,India,Asia,Southern Asia
3453,demolished,Totally agree our Victorian station was demolished and replaced with a portakabin,0,United Kingdom,Europe,Northern Europe
3455,demolished,"And yet, unfortunately many of the city’s heritage sites are left to rot, or demolished… https://t.co/ra1lHI9PH3",0,United Kingdom,Europe,Northern Europe
3456,demolished,And now tell us Why ahmedi mosque are being demolished in pak Why ahmedi ar… https://t.co/IVmYazdNgD,0,India,Asia,Southern Asia
3457,demolished,gotta hand it to the weird gun girl for interviewing college kids and getting ruthlessly demolished each and every time an…,0,Canada,Americas,Northern America
3460,demolished,We already made provision for financing the construction of the road in the 2020 budget. We are engaging with property ow…,0,Nigeria,Africa,Sub-Saharan Africa
3464,demolished,"Chai. There's this happening joint at Artillery junction close to the Ecobank, Mimi Joint and Grill. It has just be… https://t.co/XluwBavdV0",0,Nigeria,Africa,Sub-Saharan Africa
3465,demolished,"Beautiful my Great Grandmother used to have a Monkey Puzzle tree in her front garden, she lived in a… https://t.co/P4cOZv9v02",0,United States,Americas,Northern America
3468,demolished,Totally agree our Victorian station was demolished and replaced with a portakabin,0,United Kingdom,Europe,Northern Europe
3469,demolished,"One of my favorite pastimes is to watch old MSNBC vids of her getting demolished by Jeremy Scahill. Oh, what joy.",0,Italy,Europe,Southern Europe
3470,demolished,Abu Amrah family from Gaza Strip have been homeless for two months after their house was demolished by an Israeli air…,1,Japan,Asia,Eastern Asia
3472,demolished,Abu Amrah family from #Gaza Strip have been homeless for two months after their house was demolished by an israeli air stri…,1,Pakistan,Asia,Southern Asia
3473,demolished,"We saw lots of litter around Ushaka beach (albeit after heavy rains), driving into th… https://t.co/aYOg3bt4UR",0,South Africa,Africa,Sub-Saharan Africa
3476,demolished,Twenty-eight menstrual huts were demolished in a single ward of Badikedar Rural Municipality in Doti district under… https://t.co/tpE0FC7SsQ,0,Nepal,Asia,Southern Asia
3477,demolished,Yesterday night some goons demolished YSRCP foundation stone in denduluru constituency. An innocent BJP worker Mr.Murali…,0,India,Asia,Southern Asia
3479,demolished,Tallest building demolished in India today at Kochi as per SC order . Perfect implosion with absolutely no damage… https://t.co/ADC6hnbM7y,0,India,Asia,Southern Asia
3480,demolished,"This would be hilarious if it weren’t so tragic. We got played! Taking back control, I don’t think so. Austerity is… https://t.co/cBJhML9WpZ",0,United Kingdom,Europe,Northern Europe
3483,demolished,India demolishes Kerala skyscrapers over environmental violations https://t.co/BvQHAxACCP Good step by supreme cour… https://t.co/qQZGlC9rIh,0,India,Asia,Southern Asia
3485,demolished,"Justice Mishra said the court would like to keep an eye on the goings-on in the case, especially while the debris of the dem…",0,India,Asia,Southern Asia
3486,demolished,The adjacent plot owner whose plot is only about 8ft*65ft after the road widening.he had been troubling me since 20… https://t.co/DwiTIRhUD6,0,India,Asia,Southern Asia
3487,demolished,Need my shit demolished.,0,Central African Republic,Africa,Sub-Saharan Africa
3488,demolished,I didn’t know what it looked like because we moved away when I was still a baby and also it’s not a hos… https://t.co/H5kyJbcBLP,0,United Kingdom,Europe,Northern Europe
3491,demolished,I have found US being demolished by corporate builders. Trump is one of those demolishers.,0,United States,Americas,Northern America
3492,demolished,"#busking #Cambridge on Sunday, #TrinityStreet site of demolished Church #AllSaintsPassage https://t.co/10H5yPYvzq",0,United States,Americas,Northern America
3493,demolished,28 menstruation huts demolished in a single ward | https://t.co/7atgVQyYmj https://t.co/bR1VDytHFi,0,Nepal,Asia,Southern Asia
3494,demolished,"Orpington, 02:01hrs: Direct hit by a DIVER (Flying bomb) on 102/104 Court Rd. Five two-storey semi-detached houses… https://t.co/hRCWwZiqWh",0,United Kingdom,Europe,Northern Europe
3497,demolished,👑⭐️ LeBron James scored 31 points and passed Isiah Thomas on the all-time assists list as the Lakers demolished the… https://t.co/AIkKUo0Ejl,0,United Kingdom,Europe,Northern Europe
3499,demolished,Where I previously worked there used to be designated smoking areas but they demolished… https://t.co/wOKUZ76nr4,0,South Africa,Africa,Sub-Saharan Africa
3501,demolished,Don't back that state fool. You remember you got demolished in the GE because of Starmer…,0,United States,Americas,Northern America
3505,demolished,Ch Tanveer's (PML-N Senator) house in Islamabad being demolished cos built on encroached land. https://t.co/yiJLixS2iI,0,Switzerland,Europe,Western Europe
3507,demolished,If built on illegally occupied land then it has to be opposed or demolished even.,0,India,Asia,Southern Asia
3508,demolished,"They were given away to the media at the Sydney Test of that series, marking th… https://t.co/m1emfERI4u",0,Australia,Oceania,Australia and New Zealand
3512,demolished,"Explained: What are CRZ rules which the demolished Maradu flats violated? | Explained News,The Indian Express https://t.co/oC7b9kq7AE",0,India,Asia,Southern Asia
3514,demolition,Fed up of waiting for Skips?! Mone Bros Grab Service can help! For all your Domestic &amp; Commercial Grab needs contact Derek on…,0,United Kingdom,Europe,Northern Europe
3516,demolition,The planned demolition of #Palestinian houses in #Hebron besides to the planned release of a Palestinian #prisoner… https://t.co/GfDbX1NH3P,0,United States,Americas,Northern America
3520,demolition,The truth revealed: DEMOLITION MAN and the three seashells explained (kinda) https://t.co/baaRVQprnC via,0,United Kingdom,Europe,Northern Europe
3522,demolition,I learnt my trade here (BL back then). I can see at least 3 of my old offices / workshops in this photo. Sad to see it g…,0,United Kingdom,Europe,Northern Europe
3523,demolition,For the first time in six months VLCCs are again sold for demolition as both Bahri and Bihar has allegedly sold one… https://t.co/wIrsI4qbT0,0,Norway,Europe,Northern Europe
3526,demolition,"So, the Russian influence? Or the cost of Brexit so far? Or Jennifer Arcuri? Or Cambridge Ana… https://t.co/fWWijX4pEh",0,United Kingdom,Europe,Northern Europe
3527,demolition,"Yesterday, I got a rare good-faith question about demolitions of existing in the context of fourplex legalization. Most…",0,Canada,Americas,Northern America
3530,demolition,1) Dehumanisation 2) Liberalisation 3) Demolition (1992-2020) https://t.co/cMd1C9v4Ly,0,India,Asia,Southern Asia
3531,demolition,"Even after demolition of Marad multi storied buildings, he doesn't understand power of la… https://t.co/INyug7lSQ8",0,India,Asia,Southern Asia
3532,demolition,"News just in: Demolition Exercise ongoing at kawukude near Gold House Our Correspondent, Sarah has joined us on phone ☎️ to…",0,Tokyo,,
3533,demolition,Dedma nio sila! Demolition tactics ignore do not engage ! Lets be happy lang for our TS...#Mak…,0,Bahrain,Asia,Western Asia
3534,demolition,"“According to the assembly, they have informed the settlers about two years ago concerning the demolition exercise “- Sarah #Yensempa",0,Ghana,Africa,Sub-Saharan Africa
3535,demolition,My prayers are with settlers in the Awayaso East Municipal Assembly being affected by the demolition exercise execu… https://t.co/nsm4DLxNqo,0,Ghana,Africa,Sub-Saharan Africa
3536,demolition,Another large bulker heads to the breakers. #shipping #maritime #shippingindustry #drybulk https://t.co/vUJZof71JC,0,United States,Americas,Northern America
3540,demolition,"“They didn’t inform them about the demolition, they just appeared this morning around 5am with their equipment and… https://t.co/0JXfF8E62I",0,Ghana,Africa,Sub-Saharan Africa
3542,demolition,#MorningCrossfire: Demolition Of Buildings For Flyover Construction . This is a Lacuna. I have always advocated fo… https://t.co/iBqTcMQxaK,0,Nigeria,Africa,Sub-Saharan Africa
3543,demolition,#MorningCrossfire: Demolition Of Buildings For Flyover Construction . The land use Act states the method for compe… https://t.co/HFe5CNy5JN,0,Nigeria,Africa,Sub-Saharan Africa
3544,demolition,#MorningCrossfire: Demolition Of Buildings For Flyover Construction . Mobil filling station at garrison rejected t… https://t.co/eHoKcVWdRe,0,Nigeria,Africa,Sub-Saharan Africa
3545,demolition,#MorningCrossfire: Demolition Of Buildings For Flyover Construction . Discussions with landlords started from the… https://t.co/ajnjPfOKAM,0,Nigeria,Africa,Sub-Saharan Africa
3546,demolition,“Israel” distributes demolition notices to 8 Palestinian families in south of West Bank DETAILS : https://t.co/kR4gG3…,0,Japan,Asia,Eastern Asia
3547,demolition,Jayadeva flyover demolition to begin on Thursday https://t.co/EdeHRsok15 via,0,India,Asia,Southern Asia
3548,demolition,Trongate developments move closer with two demolition approvals #icymi https://t.co/31hOK7nftP,0,United Kingdom,Europe,Northern Europe
3549,demolition,"News just in: Demolition Exercise ongoing at kawukude near Gold House Our Correspondent, Sarah has joined us on ph… https://t.co/6Ggb7FOVbg",0,Ghana,Africa,Sub-Saharan Africa
3553,demolition,Demolition well under way at the Riviera Bay Holiday Park - getting ready for summer #teamworking #demolition… https://t.co/osKfG6Gs6w,0,United Kingdom,Europe,Northern Europe
3555,demolition,In the 1800s the area was occupied by a hospital. After demo… https://t.co/dR0SVSRhxn,0,United Kingdom,Europe,Northern Europe
3557,demolition,21 housing units for Judges after demolition of eight bungalows at Ridge https://t.co/ZVB8QUoKN5,0,Ghana,Africa,Sub-Saharan Africa
3558,demolition,"#MorningCrossfire: Demolition Of Buildings For Flyover Construction . However, we advise both the tenant and landl… https://t.co/ch0eS5klBU",0,Nigeria,Africa,Sub-Saharan Africa
3559,demolition,Could any leader of Congress show courage of demolition of article 370? All are only for power and mon… https://t.co/C7lHJP4tlk,0,United States,Americas,Northern America
3560,demolition,Racing Series Bk 3Mystery. Secrets. Demolition Derbies! CATCH ME IF YOU CAN! https://t.co/Uhasvsfpdv #RT #BYNR #inspy,0,United States,Americas,Northern America
3561,demolition,It once served as a place of worship for Christians and later Sikhs... https://t.co/AtfNxTpjDM,0,United Kingdom,Europe,Northern Europe
